House,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Distance_to_coast
House 12568,2.398,18,2525,501,1726,468,53795.34055
House 12569,2.925,29,2358,493,1071,470,53795.34055
House 12570,2.4618,42,3321,688,1346,658,53510.53262
House 12571,3.2404,39,2855,574,1217,562,53238.50092
House 12572,2.5389,47,2518,501,1308,471,53238.50092
House 12573,3.1944,35,2061,371,1110,342,53052.13985
House 12574,2.9737,37,1058,224,588,231,53052.13985
House 12575,2.8298,37,1958,367,1171,366,52748.84919
House 12576,3.4083,36,1581,288,832,291,52748.84919
House 12577,3.1208,36,1488,294,846,279,52458.31958
House 12578,3.1667,36,2430,426,1199,437,52458.31958
House 12579,2.3272,37,1951,432,1089,411,52180.76416
House 12580,1.8689,25,3087,720,2529,708,52014.51018
House 12581,1.9423,21,3249,666,2611,663,50664.23306
House 12582,2.5574,32,2828,556,1655,485,51705.0904
House 12583,2.5898,43,2089,399,955,385,51408.62128
House 12584,1.3927,30,3657,945,2925,899,51408.62128
House 12585,2.7697,38,2080,388,995,380,51125.32811
House 12586,4.6923,39,3184,593,1188,572,50799.10454
House 12587,3.5231,37,3642,684,1508,657,50799.10454
House 12588,4.25,34,1613,265,631,266,50617.82749
House 12589,5.3135,36,2603,408,966,419,50617.82749
House 12590,2.2574,37,2008,466,1261,427,49714.14626
House 12591,5.5208,33,2918,439,1085,427,48440.96264
House 12592,6.6112,31,1595,217,542,236,48440.96264
House 12593,4.0972,30,3236,588,1167,569,49528.8727
House 12594,2.3487,38,1451,315,786,340,51204.35637
House 12595,3.125,40,2966,536,1225,505,50994.66873
House 12596,1.6932,37,1655,393,841,355,52076.66487
House 12597,2.3542,43,1378,280,708,280,51204.35637
House 12598,2.9911,36,1824,357,906,356,50128.22712
House 12599,3.1014,37,1902,413,955,384,49913.98916
House 12600,3.3906,42,1468,281,571,271,50994.66873
House 12601,2.1975,41,3364,685,1841,626,52281.98474
House 12602,1.9837,37,1704,361,902,356,51204.35637
House 12603,1.4138,36,2099,510,1845,483,52501.00262
House 12604,1.4625,43,3215,725,2400,625,51427.9947
House 12605,1.3646,44,543,146,506,125,51427.9947
House 12606,2.9219,18,700,169,260,128,48834.71355
House 12607,3.319,32,2364,439,1331,449,47756.93709
House 12608,3.0313,30,1715,271,842,263,47756.93709
House 12609,3.7414,29,2049,330,787,309,47547.97106
House 12610,3.1768,30,3166,607,1857,579,48834.71355
House 12611,3.9792,34,2815,479,1075,471,51707.76102
House 12612,4.2885,31,3089,585,1366,561,50450.99161
House 12613,3.5737,30,3377,623,1289,594,50450.99161
House 12614,3.0963,23,6876,1456,2942,1386,48266.55451
House 12615,4.1,21,4426,790,1856,761,46268.57144
House 12616,5.0371,25,4719,745,1857,739,47354.16932
House 12617,6.5253,14,5490,851,2415,837,47835.12329
House 12618,5.7621,9,4868,738,2036,750,46734.15706
House 12619,4.2075,15,6093,1051,2415,997,46865.55752
House 12620,4.2216,17,8482,1590,3362,1513,47963.4899
House 12621,6.4667,17,3087,477,1365,495,47012.79418
House 12622,3.1607,20,6132,1324,2595,1174,48107.34647
House 12623,4.8497,19,4900,805,2519,855,47175.71875
House 12624,4.8811,5,27870,5027,11935,4855,44826.25863
House 12625,3.6196,5,3344,800,1341,670,46085.89216
House 12626,5.1442,6,9104,1535,3759,1481,45768.30193
House 12627,3.1583,34,2561,497,1583,530,50128.22712
House 12628,2.5926,24,979,201,723,205,49053.69564
House 12629,1.3679,23,2679,792,1740,659,47980.86928
House 12630,2.6613,26,1557,301,986,300,46680.76363
House 12631,2.7368,29,3606,690,2317,696,46466.92855
House 12632,3.3689,32,4013,725,2032,675,46466.92855
House 12633,1.5908,26,3165,806,2447,752,46909.86503
House 12634,2.735,26,4629,832,2902,816,46680.76363
House 12635,2.3233,17,3595,790,2760,770,47154.01021
House 12636,2.6382,25,2969,551,1745,487,46090.65344
House 12637,2.3496,26,6121,1185,4224,1105,44533.69036
House 12638,3.2702,24,2359,462,2048,476,46090.65344
House 12639,1.7891,38,1865,384,1052,354,52979.44226
House 12640,1.7714,38,1746,388,1142,315,51916.39103
House 12641,2.1679,34,1893,415,884,395,51916.39103
House 12642,2.4741,34,1717,354,848,306,51916.39103
House 12643,1.7692,39,1453,324,843,281,52733.54783
House 12644,1.8007,37,2745,588,1607,556,51665.40256
House 12645,1.5292,36,1825,411,1226,391,52733.54783
House 12646,1.2575,26,2177,638,1971,560,50356.67643
House 12647,1.5735,18,2123,606,1576,599,49534.89582
House 12648,2.7101,25,3033,665,1559,627,48740.33105
House 12649,1.7188,17,1895,424,620,417,48219.55911
House 12650,3.625,52,20,4,74,9,49287.15798
House 12651,1.8205,42,2316,515,1597,522,50356.67643
House 12652,1.6521,36,3446,950,2460,847,51125.32811
House 12653,2.2245,29,4221,901,2294,850,49796.6961
House 12654,2.6288,37,1705,325,827,326,50855.43109
House 12655,2.5592,37,1477,321,888,312,50855.43109
House 12656,2.1736,29,3873,797,2237,706,50599.14459
House 12657,1.68,32,2437,592,1596,557,49534.89582
House 12658,2.71,34,1279,285,963,268,50599.14459
House 12659,2.214,27,7212,1606,4828,1549,50072.33824
House 12660,4.088,27,2527,439,1089,415,49021.95218
House 12661,1.4007,20,2033,586,1281,521,49021.95218
House 12662,2.8139,15,7901,1422,4769,1418,50664.23306
House 12663,3.025,24,7740,1539,4333,1397,49626.45973
House 12664,2.575,15,10211,1995,5656,1752,47412.96678
House 12665,3.5323,34,3573,662,1540,620,47686.49344
House 12666,3.3878,31,4297,788,2083,771,47974.34097
House 12667,2.9571,28,2780,510,1638,533,46635.35461
House 12668,3.0625,12,4602,930,2299,860,47238.32235
House 12669,2.7262,12,4929,1010,2621,870,46929.69044
House 12670,3.5402,24,1766,340,1028,372,46635.35461
House 12671,3.5227,8,3593,659,1710,530,46355.58718
House 12672,3.363,17,13180,2444,7235,2335,48591.968
House 12673,1.9657,13,7880,1992,4749,1882,47560.97202
House 12674,3.5968,12,7290,1283,3960,1248,49263.73213
House 12675,2.9647,11,8537,1643,4224,1648,49908.51718
House 12676,2.0062,19,1808,375,758,320,51650.03151
House 12677,1.3571,21,2066,748,2548,734,55895.90664
House 12678,4.3644,19,8507,1470,3517,1453,56790.34933
House 12679,4.3288,23,2790,430,1407,460,56083.51555
House 12680,4.6944,26,1532,264,781,285,56083.51555
House 12681,3.5278,25,2171,431,1053,422,55755.84691
House 12682,1.9044,18,1734,467,783,447,55755.84691
House 12683,5,26,2697,398,1088,389,55439.97154
House 12684,1.9167,14,2534,705,1495,583,55136.09212
House 12685,2.925,19,2497,494,748,442,55439.97154
House 12686,0.9274,38,152,30,65,35,53367.97398
House 12687,0.9204,43,987,240,1253,237,57689.66888
House 12688,1.725,43,88,21,119,19,57330.57804
House 12689,2.8231,16,2987,864,1240,755,59626.36134
House 12690,5.1385,17,7228,1369,2455,1365,56182.09227
House 12691,5.2449,22,4899,847,1701,826,58470.84685
House 12692,8.4016,33,2648,357,863,359,57827.72642
House 12693,5.8416,25,2022,295,639,278,57523.31406
House 12694,3.2443,16,4429,1124,1538,960,57230.57911
House 12695,7.143,22,2623,357,838,368,56480.30298
House 12696,1.7451,23,3713,1078,2194,1018,60123.65655
House 12697,2.2452,35,1166,193,574,190,60123.65655
House 12698,3.8672,36,1327,209,613,230,60123.65655
House 12699,2.1694,33,2289,576,1100,503,60935.4555
House 12700,2.6442,34,172,38,149,55,60696.94224
House 12701,3.4784,36,3099,605,1322,623,61446.84297
House 12702,2.0471,16,5407,1467,2523,1265,60389.663
House 12703,2.6485,18,5527,1446,2883,1305,59334.48523
House 12704,2.5245,17,12355,3630,5692,3073,59334.48523
House 12705,3.089,18,6955,1882,2803,1740,58281.41843
House 12706,2.9559,36,2396,536,1225,515,62003.08978
House 12707,2.5238,22,5773,1320,2607,1250,60955.63601
House 12708,4.1488,37,1994,347,782,355,61719.43247
House 12709,3.0156,36,1239,237,764,222,60215.40303
House 12710,2.2264,33,2091,468,1053,470,59910.50688
House 12711,2.8,34,1151,234,563,251,59910.50688
House 12712,2.5363,25,2228,534,1130,481,59616.81217
House 12713,2.0432,18,2614,624,1181,616,59616.81217
House 12714,3.2596,36,2253,434,1018,426,60215.40303
House 12715,2.8462,36,2019,369,878,356,58867.8262
House 12716,6.3406,41,2577,365,913,339,58867.8262
House 12717,3.788,35,3137,544,1312,549,61565.83813
House 12718,5.8336,36,1119,144,414,150,61565.83813
House 12719,6.8469,36,1249,159,362,143,61255.2888
House 12720,3.6053,34,2888,496,1168,479,62297.66371
House 12721,3.5179,36,2523,401,927,398,60531.33135
House 12722,7.3343,37,2839,390,1006,400,59499.61829
House 12723,5.0497,38,2968,475,1176,454,59178.13761
House 12724,4.5313,38,1839,287,685,276,60215.40303
House 12725,4.775,36,2388,369,838,356,60531.33135
House 12726,2.7788,27,3900,776,1549,761,63245.33155
House 12727,5.0997,27,4314,611,1662,575,62218.96804
House 12728,4.4643,35,1930,328,805,338,61887.11997
House 12729,3.875,36,1275,227,530,245,61887.11997
House 12730,5.0492,35,2355,365,993,354,62918.94241
House 12731,5.3243,29,1285,193,460,206,61195.59506
House 12732,5.0508,32,3303,480,1185,436,60858.12002
House 12733,8.4699,25,3196,406,978,419,59832.08821
House 12734,8.6572,20,2992,378,1105,368,60175.3652
House 12735,7.8031,18,1631,228,599,228,60478.00464
House 12736,5.9174,23,2912,421,1132,410,61543.58066
House 12737,8.05,22,3273,480,1151,463,61543.58066
House 12738,5.5632,24,6540,1008,2667,1031,66030.01978
House 12739,4.875,28,6119,985,2631,934,64990.5167
House 12740,3.4299,28,4175,796,2032,830,64274.54234
House 12741,2.5511,25,4916,1243,2140,1136,63245.33155
House 12742,3.8882,37,2191,394,951,362,62918.94241
House 12743,3.058,34,2447,503,1077,456,63953.45074
House 12744,4.7283,30,2619,370,940,359,64990.5167
House 12745,4.6111,36,322,48,133,59,65729.15903
House 12746,2.1472,19,4563,1069,2256,926,65438.53231
House 12747,2.6623,32,3658,797,1452,715,64684.77864
House 12748,4.8194,37,494,86,253,99,64684.77864
House 12749,4.6127,30,5996,1018,2532,1049,64684.77864
House 12750,1.6678,27,1743,380,697,368,63642.68757
House 12751,2.2,34,2352,610,1127,592,63342.40486
House 12752,3.5625,41,774,144,356,150,63342.40486
House 12753,3.0139,43,1077,199,447,182,63642.68757
House 12754,3.7569,42,945,193,460,193,62603.00015
House 12755,3.0833,39,823,146,329,144,62603.00015
House 12756,3.0086,27,2375,537,863,452,62297.66371
House 12757,2.7813,30,2930,739,1661,668,64104.51516
House 12758,3.8068,34,1226,180,359,167,64104.51516
House 12759,2.4632,35,2024,359,786,364,62003.08978
House 12760,2.2844,27,5693,1487,2334,1387,63052.75233
House 12761,1.8176,45,2696,624,1059,582,63052.75233
House 12762,2.517,30,3626,834,1577,806,63830.27348
House 12763,1.8571,31,1540,452,1079,444,63830.27348
House 12764,2.2292,28,3671,886,1733,820,62773.87714
House 12765,1.9908,33,3512,825,1515,782,61719.43247
House 12766,2.5162,21,3260,763,1735,736,62505.92356
House 12767,2.0786,33,3171,832,1591,695,62249.03261
House 12768,2.1776,34,1126,256,589,243,61185.4692
House 12769,1.3696,40,1134,252,675,249,60935.4555
House 12770,2.0224,41,1087,272,462,219,62249.03261
House 12771,2.6055,42,1385,273,740,274,63314.25856
House 12772,1.6641,43,1009,225,604,218,63072.75094
House 12773,1.9412,42,2217,536,1203,507,63314.25856
House 12774,2.0639,36,1765,438,1008,382,62003.34181
House 12775,1.8792,41,1404,313,765,330,60696.94224
House 12776,2.3214,41,1578,317,897,333,64629.41268
House 12777,1.9167,38,1384,287,682,280,64629.41268
House 12778,1.8611,42,1720,382,1069,362,64381.06451
House 12779,1.6033,44,1728,367,1042,349,64381.06451
House 12780,2.098,21,2274,495,1157,445,65449.37322
House 12781,3.1696,18,909,198,661,176,65215.83789
House 12782,2.0417,34,2010,411,1501,422,64143.60672
House 12783,1.125,18,1756,442,837,320,63917.16069
House 12784,1.0398,25,1678,367,971,307,63917.16069
House 12785,3.8295,28,1219,240,559,212,64993.15878
House 12786,1.3302,38,1673,399,1116,382,62842.41425
House 12787,1.3462,33,1077,271,753,236,62842.41425
House 12788,1.6343,38,1402,370,970,382,62842.41425
House 12789,1.9107,37,1607,385,972,354,61768.98481
House 12790,1.4387,37,3009,733,1513,588,61768.98481
House 12791,2.6369,5,2680,502,1885,498,64781.44785
House 12792,3.2039,8,3746,767,2161,744,64580.81297
House 12793,3.8125,14,3167,551,1787,533,64580.81297
House 12794,1.867,23,1481,343,1079,315,63701.84384
House 12795,1.6607,20,1517,323,1287,328,63497.76941
House 12796,1.56,26,3185,658,2444,626,62415.74235
House 12797,1.4397,28,1246,295,884,258,62623.37175
House 12798,2.5643,37,1534,315,1147,322,61546.09108
House 12799,1.4861,38,2419,605,1696,503,61546.09108
House 12800,1.0424,32,2436,612,1509,618,60470.06551
House 12801,2.4205,43,705,178,464,159,60254.95676
House 12802,1.9871,35,3326,696,2511,649,61334.7856
House 12803,1.0467,33,1591,466,1000,418,60696.94224
House 12804,4.6625,44,2324,413,823,375,59395.36325
House 12805,1.0685,46,1758,511,1094,484,60470.06551
House 12806,1.2917,43,1111,269,613,290,60254.95676
House 12807,1.9688,29,1978,538,823,490,59176.31758
House 12808,0.9379,34,438,116,263,100,60470.06551
House 12809,2.1889,29,2197,520,1374,483,62219.64031
House 12810,1.6563,31,1072,279,781,281,60051.74245
House 12811,1.6331,35,1372,360,850,328,60051.74245
House 12812,3.9615,17,1269,233,494,231,63615.06477
House 12813,3.6788,5,8149,1913,2933,1616,59088.60988
House 12814,3.7449,6,12197,2617,5634,2329,61862.45038
House 12815,3.7188,8,16679,3457,7919,3329,60607.77066
House 12816,2.6745,5,1395,373,638,322,59514.64898
House 12817,3.1944,6,693,143,276,151,61701.56519
House 12818,3.9143,8,15309,2996,7463,2885,60771.57433
House 12819,3.4291,6,4391,974,1982,914,59681.47607
House 12820,3.8272,23,7709,1279,4147,1262,60947.41491
House 12821,2.3438,18,1511,315,1062,304,59860.54373
House 12822,2.1029,28,800,149,450,158,68142.18319
House 12823,8.0379,32,541,82,229,98,67463.33067
House 12824,3.0903,10,3054,528,1932,510,72964.05502
House 12825,4.7396,25,1287,224,727,236,73639.60623
House 12826,4.0227,26,1708,299,911,290,72017.45309
House 12827,3.5129,25,2336,406,1172,408,71472.262
House 12828,4.0625,10,2562,460,1478,433,70811.07417
House 12829,3.9853,24,2159,369,1141,355,70194.61685
House 12830,3.8611,32,965,183,568,188,70009.62575
House 12831,2.5,28,927,165,542,148,69517.24238
House 12832,2.0625,19,2476,534,1355,463,68228.07051
House 12833,3.725,32,2118,345,1019,338,68662.61392
House 12834,3.6429,28,1601,308,848,305,69965.43579
House 12835,3.1942,24,3124,556,1512,555,69308.50086
House 12836,2.2243,32,2962,526,1542,521,69110.12133
House 12837,2.8333,35,1299,254,705,245,67835.55562
House 12838,5.0155,19,946,182,474,173,67655.29053
House 12839,3.3125,11,3335,658,1963,622,68922.19326
House 12840,3.625,31,1007,181,563,185,69835.02149
House 12841,2.7179,35,1814,367,1076,372,66289.3777
House 12842,3.9914,3,3438,603,1602,554,65664.82275
House 12843,2.5062,50,880,150,1148,148,67010.24865
House 12844,3.0833,29,2103,380,1124,387,70981.8563
House 12845,3.3074,34,1086,187,663,190,69927.51893
House 12846,4.0673,35,1643,298,831,305,69654.56384
House 12847,3.1786,36,1775,296,937,305,69927.51893
House 12848,3.2361,35,1851,327,1007,286,70981.8563
House 12849,2.6713,35,2943,554,1460,510,70713.00859
House 12850,4.0909,38,300,47,154,51,70453.91769
House 12851,2.7009,35,1093,192,590,190,70981.8563
House 12852,3.5429,29,3757,646,2022,611,69927.51893
House 12853,2.5542,35,1620,276,939,277,69927.51893
House 12854,2.4844,35,1565,290,861,277,69654.56384
House 12855,1.7596,40,67,17,50,32,69654.56384
House 12856,2.2723,36,1354,258,771,267,68874.99355
House 12857,2.555,36,1786,338,974,319,68874.99355
House 12858,2.3958,37,2176,460,1067,357,68597.81189
House 12859,2.2788,38,1001,228,597,226,68597.81189
House 12860,0.9338,35,562,174,240,106,68330.62675
House 12861,3.6484,18,3938,649,1861,606,72037.92609
House 12862,2.2402,25,3919,764,2203,783,71773.07126
House 12863,3.865,30,2897,506,1508,478,70453.91769
House 12864,3.4911,26,2230,410,1155,377,72037.92609
House 12865,3.7857,16,2686,516,1553,529,71845.82501
House 12866,3.7031,17,1968,364,996,331,71845.82501
House 12867,4.3118,20,7085,1222,3455,1229,70502.5931
House 12868,3.5403,18,7923,1558,3789,1473,70502.5931
House 12869,4.5432,2,21897,3513,8652,2873,74697.20123
House 12870,3.9318,7,4842,935,2857,907,72834.68119
House 12871,3.8355,15,4680,758,2626,729,72341.41182
House 12872,3.6989,13,6850,1400,4251,1421,71260.35037
House 12873,3.5802,5,14414,2979,7608,2832,72596.12973
House 12874,2.3683,17,2770,684,1471,624,69162.05153
House 12875,2.2339,5,5819,1507,3237,1356,69162.05153
House 12876,2.3844,9,3184,779,1929,769,67824.36451
House 12877,2.7955,22,2878,599,1362,541,68115.89071
House 12878,2.4574,17,4866,1056,2371,1030,67824.36451
House 12879,1.8972,17,3778,939,2393,862,67542.8322
House 12880,3.1858,34,825,173,355,130,66489.70913
House 12881,3.6937,33,1503,282,652,229,65158.27657
House 12882,4.2743,28,3379,552,1543,556,70804.4753
House 12883,4.0352,34,1503,264,731,285,69765.30459
House 12884,3.0417,35,643,117,331,134,69765.30459
House 12885,1.9805,16,3154,860,1837,793,68728.4117
House 12886,2.7011,8,3322,805,1694,774,68417.28304
House 12887,2.8092,17,1149,257,583,243,68728.4117
House 12888,2.119,18,4164,963,2032,898,68728.4117
House 12889,2.5556,24,3313,769,1631,681,68417.28304
House 12890,3.6953,14,756,141,424,155,68115.89071
House 12891,3.6786,27,1672,299,757,282,65729.15903
House 12892,3.2243,20,2498,546,1185,506,67377.95178
House 12893,2.7797,15,4371,908,1842,818,69049.14508
House 12894,2.6266,23,2446,523,1132,513,68019.55808
House 12895,4.6,27,1595,246,610,253,67693.90132
House 12896,2.8106,24,3533,741,1496,723,68019.55808
House 12897,3.8068,12,2772,578,1335,565,66661.88435
House 12898,2.4342,27,2203,493,1158,492,66992.60388
House 12899,3.7562,17,2761,501,1128,482,66661.88435
House 12900,4.0036,13,3033,540,1363,519,65632.47843
House 12901,2.7181,23,1947,409,866,400,65968.40544
House 12902,2.2574,19,1853,415,772,397,64947.09313
House 12903,2.4537,20,4021,864,1658,730,64605.80837
House 12904,2.6023,22,1778,408,875,375,63582.00668
House 12905,2.0926,11,1716,404,722,415,63582.00668
House 12906,2.7079,21,2453,518,1326,505,63924.73812
House 12907,3.9063,20,5801,1148,2586,1063,63582.00668
House 12908,6.2817,25,4260,607,1635,640,62854.03405
House 12909,3.3182,24,2868,527,1284,487,67054.47628
House 12910,3.0972,31,1817,372,992,339,66792.69685
House 12911,3.0348,20,7003,1409,3107,1315,66300.45897
House 12912,6.244,31,3114,430,1121,456,65475.70129
House 12913,3.0864,29,2430,448,1087,394,65230.87332
House 12914,2.6897,33,898,190,470,201,65230.87332
House 12915,2.774,22,3902,845,1870,763,64162.72799
House 12916,6.6238,17,992,151,316,159,64411.65059
House 12917,4.0833,20,5001,830,2330,830,67855.81872
House 12918,4.6302,19,5407,838,1927,804,67608.42759
House 12919,3.6523,19,8501,1558,3576,1467,67332.98931
House 12920,5.2081,27,1713,282,761,295,69718.89179
House 12921,4.7381,26,1604,245,751,267,69718.89179
House 12922,5.078,26,1149,193,500,194,69379.34998
House 12923,3.95,21,1276,208,501,205,69379.34998
House 12924,3.0952,23,2628,499,1210,453,68354.78332
